host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,amenities_count,host_experience_days
no response,0.0,0.0,False,1.0,True,True,Church-Yonge Corridor,43.66015,-79.38094,Private room in condo,Private room,2,1.0,1.0,65.0,28,1125,0,0,0,0,6,0,0,5.0,5.0,5.0,4.83,5.0,5.0,5.0,False,0.24,20,3247.0
within an hour,1.0,0.98,False,445.0,True,True,Waterfront Communities-The Island,43.64225,-79.38323,Entire condo,Entire home/apt,4,1.0,2.0,646.0,28,1125,21,30,58,333,19,11,0,4.53,4.58,4.53,4.47,4.63,4.74,4.37,True,0.79,37,1933.0
within an hour,1.0,0.96,True,6.0,True,True,Bay Street Corridor,43.65168,-79.38153,Entire condo,Entire home/apt,2,1.0,1.0,96.0,28,180,4,4,4,201,10,5,0,5.0,5.0,5.0,5.0,5.0,4.9,5.0,True,0.43,35,3190.0
within an hour,1.0,1.0,False,6.0,True,True,Annex,43.67395,-79.40102,Entire rental unit,Entire home/apt,4,2.0,2.0,75.0,28,1125,29,58,87,361,9,0,0,4.78,4.89,4.89,5.0,5.0,4.78,4.67,True,0.37,24,2944.0
within an hour,1.0,0.98,False,445.0,True,True,Waterfront Communities-The Island,43.64138,-79.38336,Entire condo,Entire home/apt,4,1.0,2.0,679.0,1,1125,10,25,55,330,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.09,38,1933.0
within an hour,1.0,0.98,False,445.0,True,True,Waterfront Communities-The Island,43.64266,-79.38299,Entire condo,Entire home/apt,4,1.0,2.0,232.0,28,1125,10,25,55,330,1,0,0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,True,0.05,41,1933.0
within an hour,1.0,0.98,False,445.0,True,True,Waterfront Communities-The Island,43.64227,-79.38149,Entire condo,Entire home/apt,4,1.0,2.0,232.0,28,1125,5,11,33,308,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.09,35,1933.0
within an hour,1.0,0.98,False,445.0,True,True,Waterfront Communities-The Island,43.64247,-79.38106,Entire condo,Entire home/apt,3,1.0,2.0,193.0,28,1125,18,48,78,324,1,0,0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,True,0.05,33,1933.0
within an hour,1.0,0.83,True,12.0,True,True,Waterfront Communities-The Island,43.64692,-79.40247,Private room in condo,Private room,1,1.0,1.0,136.0,28,1125,1,10,40,129,5,2,1,4.8,5.0,5.0,5.0,5.0,5.0,4.8,False,0.3,41,882.0
within a few hours,1.0,0.76,False,26.0,True,True,Bay Street Corridor,43.65822,-79.38535,Entire condo,Entire home/apt,4,1.0,2.0,458.0,28,33,7,31,61,61,3,2,0,4.67,5.0,5.0,5.0,5.0,5.0,4.0,False,0.22,54,3935.0
a few days or more,0.33,0.0,False,2.0,True,True,High Park-Swansea,43.64543,-79.47789,Entire home,Entire home/apt,4,2.0,4.0,125.0,28,60,1,7,37,189,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.04,15,1703.0
no response,0.0,0.0,False,2.0,True,True,Dovercourt-Wallace Emerson-Junction,43.66246,-79.44109,Entire guest suite,Entire home/apt,2,1.0,2.0,85.0,28,1125,7,37,67,67,19,0,0,4.68,4.84,4.74,4.89,4.79,4.84,4.58,False,0.78,27,4085.0
within an hour,0.99,0.99,False,25.0,True,True,Annex,43.67115,-79.39374,Entire condo,Entire home/apt,2,1.0,1.0,380.0,2,365,12,42,72,346,52,26,2,4.52,4.67,4.6,4.69,4.69,4.9,4.46,True,2.13,46,4316.0
no response,0.0,0.0,False,1.0,True,True,Junction Area,43.67346,-79.47349,Entire home,Entire home/apt,4,1.0,1.0,99.0,28,1125,0,2,2,251,4,0,0,4.75,5.0,5.0,5.0,4.5,5.0,4.75,False,0.17,42,3273.0
within an hour,0.9,1.0,True,4.0,True,True,Don Valley Village,43.78439,-79.35463,Entire guest suite,Entire home/apt,3,2.0,2.0,112.0,28,1125,0,0,18,18,13,1,0,5.0,4.92,5.0,5.0,5.0,4.92,4.85,False,0.57,29,4408.0
within an hour,1.0,0.98,False,445.0,True,True,Waterfront Communities-The Island,43.64298,-79.38317,Entire condo,Entire home/apt,3,1.0,2.0,213.0,28,1125,5,35,65,334,1,0,0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,True,0.04,35,1933.0
within a few hours,1.0,0.89,True,1.0,True,True,Annex,43.67032,-79.3928,Entire condo,Entire home/apt,4,2.0,2.0,145.0,28,1125,12,26,38,127,3,3,1,4.33,3.67,5.0,4.33,3.67,5.0,4.67,False,0.26,24,4408.0
within an hour,1.0,0.99,False,19.0,True,True,Waterfront Communities-The Island,43.64142015,-79.38103943,Entire condo,Entire home/apt,4,1.0,1.0,350.0,28,1125,11,40,64,69,75,59,9,4.88,4.93,4.88,4.85,4.97,4.99,4.81,True,3.11,51,2672.0
within a day,1.0,0.0,False,3.0,True,True,Waterfront Communities-The Island,43.63726,-79.39738,Private room in condo,Private room,3,1.0,1.0,301.0,28,1125,30,60,90,365,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.04,42,4402.0
within an hour,0.98,0.97,False,24.0,True,True,Niagara,43.64167,-79.40928,Entire rental unit,Entire home/apt,4,2.0,2.0,543.0,28,1125,15,37,67,341,4,0,0,4.75,5.0,4.75,5.0,5.0,5.0,4.5,False,0.17,61,4042.0
no response,0.0,1.0,False,2.0,True,True,Mount Pleasant West,43.70737,-79.39177,Entire loft,Entire home/apt,2,1.0,1.0,225.0,28,29,0,0,0,0,5,5,0,5.0,5.0,4.8,5.0,5.0,5.0,4.8,False,0.45,23,3382.0
no response,0.0,0.0,False,1.0,True,True,Moss Park,43.65782,-79.37454,Entire condo,Entire home/apt,4,1.0,2.0,83.0,30,1125,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,False,0.09,20,2190.0
a few days or more,0.0,0.0,False,2.0,True,True,Islington-City Centre West,43.6401,-79.53557,Entire condo,Entire home/apt,3,1.0,1.0,99.0,28,1125,5,27,57,332,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.04,34,3966.0
within an hour,0.9,1.0,True,4.0,True,True,Don Valley Village,43.78323,-79.35628,Entire guest suite,Entire home/apt,2,1.0,2.0,68.0,5,120,4,4,12,12,31,17,2,5.0,5.0,4.97,5.0,4.97,4.9,4.77,False,1.32,33,4408.0
within an hour,1.0,0.98,False,78.0,True,True,Little Portugal,43.64122,-79.42194,Entire rental unit,Entire home/apt,2,1.0,1.0,234.0,3,365,4,14,24,289,23,12,0,4.96,5.0,5.0,4.61,4.91,4.91,4.78,False,1.06,28,4078.0
within an hour,1.0,0.99,False,19.0,True,True,Waterfront Communities-The Island,43.64243,-79.38144,Entire condo,Entire home/apt,3,1.0,1.0,161.0,28,1125,9,9,16,291,3,2,0,4.67,4.67,4.67,4.33,5.0,5.0,5.0,False,0.22,49,2672.0
within an hour,1.0,1.0,False,6.0,True,True,West Humber-Clairville,43.73685,-79.59285,Private room in home,Private room,2,1.0,2.0,38.0,29,40,0,4,33,33,63,42,1,4.65,4.75,4.46,4.79,4.81,4.57,4.78,True,2.79,28,3976.0
a few days or more,0.08,0.1,False,12.0,True,True,Newtonbrook East,43.79199,-79.41459,Private room in guest suite,Private room,1,1.0,1.0,35.0,28,1125,8,8,16,16,8,4,0,4.75,5.0,4.38,5.0,4.5,4.88,4.63,False,0.38,46,2998.0
within an hour,1.0,0.98,False,6.0,True,True,Little Portugal,43.65044,-79.43443,Entire rental unit,Entire home/apt,2,1.0,1.0,125.0,28,165,0,0,0,44,7,1,0,4.57,4.86,4.57,5.0,5.0,5.0,4.43,True,0.31,31,3718.0
within an hour,1.0,0.86,False,8.0,True,True,Oakridge,43.69324,-79.28576,Entire rental unit,Entire home/apt,1,1.0,1.0,59.0,90,1125,0,0,0,130,4,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.21,35,2948.0
within a day,0.88,0.71,False,145.0,True,True,Waterfront Communities-The Island,43.64481,-79.38976,Entire condo,Entire home/apt,3,1.0,1.0,250.0,30,300,29,29,30,30,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.26,30,1062.0
within a few hours,1.0,0.92,False,4.0,True,True,Broadview North,43.69537,-79.35289,Private room in home,Private room,1,1.0,1.0,65.0,30,90,0,28,58,333,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.73,47,3948.0
within an hour,1.0,0.98,False,78.0,True,True,Niagara,43.64131,-79.42157,Entire rental unit,Entire home/apt,6,3.0,2.0,1106.0,3,365,27,56,86,359,93,82,4,4.75,4.72,4.87,4.76,4.75,4.71,4.66,False,5.09,28,4078.0
within an hour,1.0,0.98,False,78.0,True,True,South Parkdale,43.63958,-79.42143,Entire rental unit,Entire home/apt,2,1.0,1.0,287.0,3,365,10,13,24,258,28,15,1,4.79,4.64,4.93,4.93,4.86,4.96,4.57,False,1.3,28,4078.0
within an hour,1.0,0.98,False,1.0,True,True,Moss Park,43.65647955,-79.36643688,Entire guest suite,Entire home/apt,4,2.0,2.0,190.0,1,13,4,21,43,55,215,150,17,4.55,4.66,4.44,4.8,4.87,4.65,4.54,False,8.96,41,4391.0
within an hour,1.0,0.98,False,78.0,True,True,South Parkdale,43.63957,-79.42159,Entire rental unit,Entire home/apt,2,1.0,1.0,567.0,3,365,16,43,73,346,18,6,0,4.78,4.39,4.94,4.44,4.72,4.61,4.72,False,0.85,29,4078.0
within an hour,0.94,0.9,False,7.0,True,True,Humewood-Cedarvale,43.69912,-79.43048,Private room in villa,Private room,1,1.0,1.0,65.0,2,2,5,5,5,5,30,20,2,4.57,4.7,4.87,4.87,4.63,4.5,4.33,False,1.23,18,4391.0
within an hour,1.0,1.0,False,5.0,True,True,Kensington-Chinatown,43.6506975,-79.39680228,Entire rental unit,Entire home/apt,6,2.0,3.0,395.0,1,27,13,17,17,17,121,56,4,4.42,4.51,4.43,4.75,4.76,4.6,4.34,True,5.03,34,3875.0
no response,0.0,0.0,False,2.0,True,True,Waterfront Communities-The Island,43.64294,-79.39028,Entire condo,Entire home/apt,3,1.0,1.0,130.0,28,1125,0,0,0,0,6,1,0,5.0,4.5,4.83,5.0,5.0,5.0,4.83,False,0.35,33,1683.0
within an hour,1.0,0.98,False,445.0,True,True,Waterfront Communities-The Island,43.64128,-79.38316,Entire condo,Entire home/apt,4,1.0,3.0,213.0,28,1125,9,17,47,322,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.05,42,1933.0
within an hour,0.94,0.9,False,7.0,True,True,Humewood-Cedarvale,43.69911,-79.42909,Private room in villa,Private room,2,1.0,1.0,71.0,3,3,5,5,5,5,29,22,2,4.69,4.69,4.79,4.83,4.86,4.76,4.66,False,1.22,19,4391.0
within an hour,1.0,1.0,False,6.0,True,True,West Humber-Clairville,43.7368,-79.59306,Private room in home,Private room,1,1.0,1.0,26.0,28,62,0,5,31,31,12,6,0,4.75,4.83,4.58,5.0,5.0,4.92,4.83,True,0.51,20,3976.0
within an hour,1.0,0.99,True,6.0,True,True,Yorkdale-Glen Park,43.72301,-79.45326,Private room in bungalow,Private room,2,1.0,1.0,95.0,2,1125,7,37,67,342,31,27,6,4.81,4.87,5.0,4.84,4.74,4.94,4.61,True,1.28,30,2349.0
within an hour,1.0,1.0,True,5.0,True,True,Rexdale-Kipling,43.71746,-79.56002,Private room in bungalow,Private room,2,1.0,2.0,50.0,2,365,4,19,49,139,55,50,4,4.93,4.89,4.89,4.95,4.95,4.91,4.95,False,2.46,47,2547.0
within an hour,1.0,1.0,False,3.0,True,True,Wexford/Maryvale,43.75933,-79.31326,Entire rental unit,Entire home/apt,6,2.0,3.0,129.0,28,1125,7,37,67,342,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.79,38,3964.0
within an hour,1.0,1.0,False,4.0,True,True,Highland Creek,43.79467,-79.16847,Entire home,Entire home/apt,12,3.0,3.0,185.0,28,800,14,44,47,228,13,6,1,4.38,4.62,4.31,4.62,4.85,4.62,4.15,False,0.56,22,4420.0
within a day,1.0,1.0,False,6.0,True,True,Trinity-Bellwoods,43.65108,-79.42489,Entire home,Entire home/apt,9,3.0,5.0,145.0,28,1125,0,0,0,0,1,1,0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,True,0.08,39,4190.0
within an hour,1.0,0.91,False,12.0,True,True,Church-Yonge Corridor,43.65903,-79.37555,Entire rental unit,Entire home/apt,3,1.0,2.0,349.0,1,365,12,21,28,28,38,21,3,4.16,4.32,4.55,3.76,4.34,4.39,4.05,False,1.62,30,4225.0
within an hour,0.8,0.9,False,1.0,True,True,Roncesvalles,43.65303,-79.44828,Entire rental unit,Entire home/apt,5,2.0,3.0,400.0,5,1125,0,0,0,64,16,4,1,5.0,5.0,4.94,5.0,5.0,5.0,4.94,False,0.67,39,2439.0
within an hour,1.0,1.0,True,1.0,True,True,Cliffcrest,43.717,-79.24924,Entire rental unit,Entire home/apt,4,1.0,3.0,70.0,29,90,0,5,16,72,21,9,0,4.9,4.95,4.95,4.95,5.0,4.9,4.95,True,0.9,56,2920.0
within an hour,1.0,1.0,False,6.0,True,True,West Humber-Clairville,43.73703,-79.59204,Private room in home,Private room,1,1.0,1.0,14.0,28,93,0,4,30,30,11,5,1,5.0,4.82,4.91,5.0,5.0,4.73,5.0,True,0.51,23,3976.0
within an hour,0.77,0.82,False,6.0,True,True,Willowdale East,43.76901,-79.40703,Private room in home,Private room,1,1.0,2.0,53.0,2,365,5,30,60,60,29,16,2,4.62,4.52,4.34,4.76,4.69,4.76,4.66,True,1.29,22,4409.0
within an hour,1.0,0.14,False,4.0,True,True,Rexdale-Kipling,43.7152,-79.56609,Private room in bungalow,Private room,4,1.0,1.0,119.0,2,28,30,60,90,90,2,2,0,2.0,3.0,2.0,4.5,5.0,3.0,2.0,False,0.44,23,4424.0
no response,0.0,0.0,False,1.0,True,True,Dufferin Grove,43.65949,-79.43243,Entire loft,Entire home/apt,2,1.0,1.0,89.0,28,90,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.05,37,1773.0
within a day,1.0,1.0,False,1.0,True,True,Annex,43.67126,-79.39516,Entire condo,Entire home/apt,3,1.0,1.0,199.0,28,365,0,0,6,281,4,1,0,4.5,4.5,4.25,5.0,5.0,5.0,4.0,True,0.19,17,3741.0
within a few hours,1.0,0.76,False,26.0,True,True,Bay Street Corridor,43.66057,-79.38615,Entire condo,Entire home/apt,7,2.0,4.0,478.0,28,38,7,37,67,67,8,5,1,4.75,5.0,5.0,4.5,4.75,5.0,4.5,False,0.36,54,3935.0
no response,0.0,0.0,False,1.0,True,True,South Riverdale,43.66541,-79.34781,Entire guest suite,Entire home/apt,2,1.0,1.0,110.0,28,30,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.09,20,2433.0
within an hour,1.0,0.98,False,445.0,True,True,Willowdale East,43.75946,-79.41017,Entire condo,Entire home/apt,6,2.0,3.0,436.0,28,1125,12,25,54,299,1,1,0,4.0,4.0,5.0,2.0,5.0,5.0,4.0,True,0.14,41,1933.0
within an hour,1.0,0.98,False,445.0,True,True,Willowdale East,43.75958,-79.40909,Entire condo,Entire home/apt,6,2.0,3.0,436.0,28,1125,18,48,78,353,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.13,39,1933.0
within an hour,1.0,1.0,True,2.0,True,True,Waterfront Communities-The Island,43.63943,-79.39773,Private room in condo,Private room,5,2.0,2.0,329.0,1,1125,13,43,73,98,241,124,9,4.84,4.83,4.69,4.82,4.91,4.96,4.76,True,10.2,66,3871.0
no response,0.0,1.0,False,3.0,True,True,Dorset Park,43.76064,-79.28836,Private room in home,Private room,2,1.0,1.0,45.0,1,365,0,0,0,0,16,12,0,4.38,4.5,4.5,4.69,4.5,4.69,4.63,True,0.68,21,4015.0
no response,0.0,1.0,False,3.0,True,True,Dorset Park,43.76136,-79.29003,Private room in home,Private room,2,1.0,1.0,59.0,1,365,0,0,0,0,7,7,0,5.0,4.86,5.0,4.86,5.0,5.0,4.86,True,0.72,21,4015.0
within an hour,1.0,0.98,False,445.0,True,True,Waterfront Communities-The Island,43.64375,-79.38146,Entire condo,Entire home/apt,3,1.0,2.0,193.0,28,1125,27,29,34,267,3,1,0,4.0,4.33,3.67,5.0,5.0,5.0,4.33,True,0.14,45,1933.0
within an hour,1.0,0.99,True,5.0,True,True,Bay Street Corridor,43.66424,-79.38817,Entire condo,Entire home/apt,2,1.0,2.0,243.0,2,1125,3,3,3,3,54,38,1,4.89,4.93,4.94,4.78,4.89,4.94,4.78,False,2.44,27,717.0
within an hour,0.94,0.9,False,7.0,True,True,Humewood-Cedarvale,43.6984,-79.43081,Private room in home,Private room,2,1.0,1.0,56.0,2,3,0,0,0,218,7,7,0,4.57,4.71,4.57,4.86,4.86,4.86,4.43,False,0.68,22,4391.0
within an hour,1.0,0.98,False,445.0,True,True,Waterfront Communities-The Island,43.64324,-79.37969,Entire condo,Entire home/apt,3,1.0,2.0,242.0,28,1125,11,11,31,301,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,True,0.08,40,1933.0
within an hour,1.0,0.98,False,445.0,True,True,Waterfront Communities-The Island,43.64343,-79.37958,Entire condo,Entire home/apt,4,2.0,3.0,242.0,28,1125,1,9,32,297,1,0,0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,True,0.05,44,1933.0
within an hour,1.0,0.98,False,445.0,True,True,Waterfront Communities-The Island,43.64308,-79.3817,Entire condo,Entire home/apt,4,1.0,2.0,203.0,28,1125,2,9,39,297,2,0,0,5.0,5.0,5.0,4.0,5.0,5.0,4.5,True,0.1,46,1933.0
within an hour,1.0,0.95,True,1.0,True,True,Willowdale East,43.75724322,-79.40626365,Entire condo,Entire home/apt,3,1.0,2.0,201.0,28,95,8,25,25,25,26,23,2,4.81,4.85,4.81,4.69,4.88,4.81,4.62,False,1.16,31,4429.0
no response,0.0,1.0,False,1.0,True,True,Annex,43.67109,-79.3886,Private room in rental unit,Private room,4,2.0,2.0,235.0,28,1125,0,0,0,0,7,1,0,4.86,5.0,4.71,5.0,4.71,5.0,4.71,False,0.3,26,4126.0
no response,0.0,0.0,False,2.0,True,True,Church-Yonge Corridor,43.65978,-79.37968,Entire condo,Entire home/apt,2,1.0,1.0,75.0,28,60,0,0,0,0,2,0,0,3.5,4.0,4.0,4.0,4.0,5.0,4.5,True,0.08,19,3987.0
within an hour,1.0,0.98,False,445.0,True,True,Waterfront Communities-The Island,43.64402,-79.38104,Entire condo,Entire home/apt,5,1.0,3.0,213.0,28,1125,1,6,8,243,1,0,0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,True,0.06,46,1933.0
within an hour,1.0,0.98,False,445.0,True,True,Annex,43.67,-79.39341,Entire condo,Entire home/apt,2,1.0,1.0,203.0,28,1125,30,60,90,365,1,1,0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,True,0.23,32,1933.0
within an hour,1.0,0.98,False,445.0,True,True,Waterfront Communities-The Island,43.63999,-79.39694,Entire condo,Entire home/apt,6,2.0,2.0,679.0,28,1125,5,6,25,272,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.05,34,1933.0
within an hour,0.98,0.91,True,56.0,True,True,Waterfront Communities-The Island,43.64338,-79.38827,Entire condo,Entire home/apt,4,2.0,2.0,120.0,30,1125,11,41,70,316,5,2,0,4.8,4.8,4.6,5.0,4.8,5.0,5.0,False,0.23,29,2904.0
within an hour,1.0,0.99,True,5.0,True,True,Waterfront Communities-The Island,43.64831387,-79.3917517,Private room in condo,Private room,4,2.0,2.0,194.0,2,27,0,0,0,0,35,34,0,4.77,4.77,4.66,4.91,4.94,4.94,4.69,True,1.51,40,1974.0
within an hour,1.0,0.98,False,445.0,True,True,Waterfront Communities-The Island,43.64373,-79.39057,Entire condo,Entire home/apt,6,2.0,2.0,290.0,28,1125,2,14,44,319,1,1,0,4.0,4.0,4.0,1.0,5.0,5.0,3.0,True,0.08,36,1933.0
within an hour,1.0,0.98,False,445.0,True,True,Waterfront Communities-The Island,43.64299,-79.3877,Entire condo,Entire home/apt,4,1.0,2.0,213.0,28,1125,5,29,36,281,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.07,38,1933.0
within an hour,1.0,1.0,True,40.0,True,True,Waterfront Communities-The Island,43.64801,-79.38756,Entire condo,Entire home/apt,4,2.0,2.0,349.0,28,999,8,32,62,62,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.13,24,1604.0
within an hour,1.0,0.98,False,445.0,True,True,Waterfront Communities-The Island,43.64298,-79.3819,Entire condo,Entire home/apt,4,1.0,2.0,203.0,28,1125,0,0,0,0,2,0,0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,True,0.09,37,1933.0
within an hour,1.0,0.98,False,445.0,True,True,Waterfront Communities-The Island,43.64302,-79.38337,Entire condo,Entire home/apt,4,1.0,2.0,213.0,28,1125,0,17,47,307,2,2,0,4.0,4.5,4.5,3.0,4.0,5.0,4.5,True,0.27,36,1933.0
within a few hours,1.0,0.6,False,2.0,True,True,Junction Area,43.66566,-79.4719,Entire loft,Entire home/apt,5,3.0,3.0,295.0,28,1125,0,6,36,311,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.12,19,3126.0
within an hour,1.0,0.98,False,445.0,True,True,Waterfront Communities-The Island,43.64329,-79.38862,Entire rental unit,Entire home/apt,4,1.0,1.0,242.0,28,1125,0,5,6,222,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.15,46,1933.0
within an hour,1.0,0.9,True,18.0,True,True,West Hill,43.76712,-79.18863,Private room in bungalow,Private room,1,1.0,1.0,56.0,15,365,20,50,80,355,1,1,1,4.0,4.0,5.0,5.0,5.0,5.0,5.0,False,1.0,19,3148.0
within an hour,0.9,0.97,True,1.0,True,True,Bridle Path-Sunnybrook-York Mills,43.74694,-79.38863,Entire bungalow,Entire home/apt,6,3.0,3.0,312.0,1,28,4,31,61,218,52,34,3,4.92,4.98,5.0,5.0,5.0,4.92,4.96,False,2.85,57,4428.0
within an hour,1.0,0.83,True,12.0,True,True,Kensington-Chinatown,43.64819,-79.40274,Private room in condo,Private room,1,1.0,1.0,134.0,28,1125,0,0,0,8,4,3,0,5.0,5.0,4.75,5.0,5.0,5.0,5.0,False,0.18,41,882.0
within an hour,1.0,0.98,False,4.0,True,True,Niagara,43.64649,-79.40613,Entire guest suite,Entire home/apt,2,1.0,1.0,117.0,1,1125,2,13,42,128,89,83,7,4.65,4.8,4.79,4.93,4.96,4.98,4.69,True,3.94,26,3655.0
no response,0.0,0.0,False,1.0,True,True,Waterfront Communities-The Island,43.63945,-79.3981,Entire condo,Entire home/apt,4,1.0,1.0,160.0,28,1125,0,0,0,0,2,0,0,5.0,5.0,4.5,4.5,5.0,5.0,5.0,False,0.09,23,3067.0
within an hour,1.0,0.96,False,1.0,True,True,Church-Yonge Corridor,43.6618,-79.38032,Entire townhouse,Entire home/apt,2,1.0,2.0,285.0,4,365,5,35,65,121,19,17,5,4.95,5.0,5.0,4.68,4.95,5.0,4.79,False,0.83,39,3333.0
within a few hours,1.0,0.96,False,1.0,True,True,Clairlea-Birchmount,43.70644,-79.2945,Entire home,Entire home/apt,3,2.0,2.0,102.0,15,1125,7,37,67,157,18,17,1,4.5,4.72,4.61,4.72,4.72,4.56,4.44,False,1.45,41,3963.0
within an hour,1.0,0.98,False,445.0,True,True,Waterfront Communities-The Island,43.64253,-79.38169,Entire condo,Entire home/apt,2,1.0,2.0,213.0,28,1125,15,45,75,319,6,4,0,4.5,4.17,4.67,4.67,4.33,5.0,4.17,True,0.38,35,1933.0
within a few hours,1.0,1.0,False,3.0,True,True,Westminster-Branson,43.77909,-79.45126,Entire townhouse,Entire home/apt,3,2.0,2.0,96.0,28,365,3,3,24,299,6,3,0,4.67,4.83,4.33,4.83,5.0,4.83,4.83,True,0.29,36,3985.0
within an hour,1.0,0.96,False,5.0,True,True,Junction Area,43.66111,-79.48102,Entire guest suite,Entire home/apt,3,1.0,1.0,105.0,28,1125,3,17,17,251,8,6,1,4.5,4.25,3.88,5.0,5.0,4.88,4.5,True,0.37,35,3507.0
within an hour,0.98,0.89,False,16.0,True,True,Church-Yonge Corridor,43.65484,-79.3792,Entire condo,Entire home/apt,2,1.0,1.0,139.0,28,1125,10,25,25,25,9,6,1,3.67,4.33,3.56,3.44,4.11,4.56,3.56,False,0.44,37,3994.0
no response,0.0,0.8,False,196.0,True,True,Annex,43.66911,-79.39384,Entire condo,Entire home/apt,2,1.0,1.0,425.0,5,1125,3,17,38,121,14,14,1,4.86,4.79,4.71,4.93,5.0,5.0,5.0,False,1.43,34,1076.0
within an hour,1.0,0.37,True,7.0,True,True,Bathurst Manor,43.76109,-79.45984,Entire home,Entire home/apt,13,6.0,6.0,317.0,28,1125,0,25,55,235,6,1,0,5.0,4.83,5.0,5.0,5.0,5.0,4.67,False,0.26,56,1795.0
within an hour,1.0,1.0,True,1.0,True,True,Yorkdale-Glen Park,43.72191,-79.45636,Entire condo,Entire home/apt,3,1.0,1.0,126.0,28,1125,3,30,32,299,19,2,0,4.84,4.89,4.95,4.84,4.84,4.95,4.84,True,0.84,30,4449.0
within an hour,1.0,0.99,False,73.0,True,True,Dovercourt-Wallace Emerson-Junction,43.66644,-79.44837,Entire rental unit,Entire home/apt,4,1.0,2.0,180.0,28,365,0,21,51,326,3,2,0,4.33,3.67,4.33,4.67,4.67,4.0,4.33,True,0.23,30,1583.0
within an hour,0.99,0.91,True,22.0,True,True,Bathurst Manor,43.76024,-79.45221,Entire guest suite,Entire home/apt,4,2.0,2.0,245.0,3,100,4,34,64,154,45,28,2,4.91,4.98,4.98,5.0,4.98,4.87,4.89,False,1.95,39,2726.0
within an hour,1.0,0.83,True,12.0,True,True,Waterfront Communities-The Island,43.64718,-79.40062,Private room in condo,Private room,1,1.0,1.0,161.0,28,1125,1,1,7,96,6,5,0,5.0,5.0,4.67,4.83,4.83,5.0,4.67,False,0.32,43,882.0
no response,0.0,0.0,False,2.0,True,True,Willowdale East,43.7612,-79.39778,Entire home,Entire home/apt,6,3.0,1.0,75.0,28,1125,0,0,0,0,1,0,0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,True,0.06,19,4253.0
within an hour,1.0,1.0,True,2.0,True,True,Waterfront Communities-The Island,43.64613,-79.39093,Entire condo,Entire home/apt,2,1.0,1.0,205.0,28,1125,0,0,6,62,1,1,0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,False,0.42,47,2378.0
no response,0.0,0.0,False,1.0,True,True,Mimico (includes Humber Bay Shores),43.62451,-79.48525,Entire condo,Entire home/apt,2,1.0,1.0,76.0,29,180,0,0,0,0,4,0,0,5.0,5.0,5.0,5.0,4.75,4.75,4.75,False,0.2,33,2781.0
within an hour,1.0,0.96,True,18.0,True,True,Old East York,43.69369,-79.34121,Private room in home,Private room,1,1.0,1.0,75.0,28,1125,10,10,10,10,6,3,0,4.83,5.0,5.0,5.0,5.0,4.83,4.5,False,0.31,23,2967.0
